Trend,Date,Hour,Load
999,2/11/2005,15,4664
1000,2/11/2005,16,4664
1001,2/11/2005,17,4990
1002,2/11/2005,18,5864
1003,2/11/2005,19,7071
1004,2/11/2005,20,7359
1005,2/11/2005,21,7472
1006,2/11/2005,22,7339
1007,2/11/2005,23,7067
1008,2/11/2005,24,6651
1009,2/12/2005,1,6334
1010,2/12/2005,2,6322
1011,2/12/2005,3,6485
1012,2/12/2005,4,6658
1013,2/12/2005,5,6864
1014,2/12/2005,6,7117
1015,2/12/2005,7,7471
1016,2/12/2005,8,7928
1017,2/12/2005,9,7851
1018,2/12/2005,10,7058
1019,2/12/2005,11,6286
1020,2/12/2005,12,5642
1021,2/12/2005,13,5121
1022,2/12/2005,14,4719
1023,2/12/2005,15,4440
1024,2/12/2005,16,4294
1025,2/12/2005,17,4418
1026,2/12/2005,18,4829
1027,2/12/2005,19,5674
1028,2/12/2005,20,5906
1029,2/12/2005,21,6002
1030,2/12/2005,22,5974
1031,2/12/2005,23,5801
1032,2/12/2005,24,5503
1033,2/13/2005,1,5291
1034,2/13/2005,2,5225
1035,2/13/2005,3,5296
1036,2/13/2005,4,5331
1037,2/13/2005,5,5432
1038,2/13/2005,6,5687
1039,2/13/2005,7,6075
1040,2/13/2005,8,6771
1041,2/13/2005,9,6925
1042,2/13/2005,10,6158
1043,2/13/2005,11,5387
1044,2/13/2005,12,4803
1045,2/13/2005,13,4552
1046,2/13/2005,14,4427
1047,2/13/2005,15,4141
1048,2/13/2005,16,4020
1049,2/13/2005,17,4177
1050,2/13/2005,18,4700
1051,2/13/2005,19,5465
1052,2/13/2005,20,5667
1053,2/13/2005,21,5555
1054,2/13/2005,22,5187
1055,2/13/2005,23,4638
1056,2/13/2005,24,4085
1057,2/14/2005,1,3742
1058,2/14/2005,2,3671
1059,2/14/2005,3,3715
1060,2/14/2005,4,3846
1061,2/14/2005,5,4124
1062,2/14/2005,6,4881
1063,2/14/2005,7,6089
1064,2/14/2005,8,6035
1065,2/14/2005,9,5498
1066,2/14/2005,10,5323
1067,2/14/2005,11,5192
1068,2/14/2005,12,5086
1069,2/14/2005,13,4865
1070,2/14/2005,14,4510
1071,2/14/2005,15,4315
1072,2/14/2005,16,4356
1073,2/14/2005,17,4646
1074,2/14/2005,18,5301
1075,2/14/2005,19,5927
1076,2/14/2005,20,5924
1077,2/14/2005,21,5701
1078,2/14/2005,22,5228
1079,2/14/2005,23,4596
1080,2/14/2005,24,4013
1081,2/15/2005,1,3668
1082,2/15/2005,2,3613
1083,2/15/2005,3,3704
1084,2/15/2005,4,3851
1085,2/15/2005,5,4126
1086,2/15/2005,6,4913
1087,2/15/2005,7,6142
1088,2/15/2005,8,5956
1089,2/15/2005,9,5206
1090,2/15/2005,10,4641
1091,2/15/2005,11,4167
1092,2/15/2005,12,3847
1093,2/15/2005,13,3710
1094,2/15/2005,14,3595
1095,2/15/2005,15,3505
1096,2/15/2005,16,3524
1097,2/15/2005,17,3750
1098,2/15/2005,18,4283
1099,2/15/2005,19,5336
1100,2/15/2005,20,5710
1101,2/15/2005,21,5542
1102,2/15/2005,22,5264
1103,2/15/2005,23,4657
1104,2/15/2005,24,4074
1105,2/16/2005,1,3768
1106,2/16/2005,2,3677
1107,2/16/2005,3,3715
1108,2/16/2005,4,3819
1109,2/16/2005,5,4051
1110,2/16/2005,6,4704
1111,2/16/2005,7,5821
1112,2/16/2005,8,5511
1113,2/16/2005,9,4714
1114,2/16/2005,10,4230
1115,2/16/2005,11,4011
1116,2/16/2005,12,3770
1117,2/16/2005,13,3613
1118,2/16/2005,14,3552
1119,2/16/2005,15,3467
1120,2/16/2005,16,3525
1121,2/16/2005,17,3721
1122,2/16/2005,18,4357
1123,2/16/2005,19,5232
1124,2/16/2005,20,5432
1125,2/16/2005,21,5284
1126,2/16/2005,22,4967
1127,2/16/2005,23,4458
1128,2/16/2005,24,3877
1129,2/17/2005,1,3645
1130,2/17/2005,2,3628
1131,2/17/2005,3,3706
1132,2/17/2005,4,3883
1133,2/17/2005,5,4254
1134,2/17/2005,6,5159
1135,2/17/2005,7,6560
1136,2/17/2005,8,6517
1137,2/17/2005,9,5574
1138,2/17/2005,10,5054
1139,2/17/2005,11,4697
1140,2/17/2005,12,4397
1141,2/17/2005,13,4306
1142,2/17/2005,14,4262
1143,2/17/2005,15,4021
1144,2/17/2005,16,3999
1145,2/17/2005,17,4356
1146,2/17/2005,18,5225
1147,2/17/2005,19,6506
1148,2/17/2005,20,6985
1149,2/17/2005,21,7045
1150,2/17/2005,22,6930
1151,2/17/2005,23,6593
1152,2/17/2005,24,6219
1153,2/18/2005,1,6063
1154,2/18/2005,2,6129
1155,2/18/2005,3,6299
1156,2/18/2005,4,6472
1157,2/18/2005,5,6726
1158,2/18/2005,6,7463
1159,2/18/2005,7,8461
1160,2/18/2005,8,8112
1161,2/18/2005,9,7076
1162,2/18/2005,10,6419
1163,2/18/2005,11,5920
1164,2/18/2005,12,5557
1165,2/18/2005,13,5232
1166,2/18/2005,14,4906
1167,2/18/2005,15,4704
1168,2/18/2005,16,4675
1169,2/18/2005,17,4978
1170,2/18/2005,18,5821
1171,2/18/2005,19,6911
1172,2/18/2005,20,7218
1173,2/18/2005,21,7297
1174,2/18/2005,22,7355
1175,2/18/2005,23,7153
1176,2/18/2005,24,6854
1177,2/19/2005,1,6692
1178,2/19/2005,2,6739
1179,2/19/2005,3,6882
1180,2/19/2005,4,7121
1181,2/19/2005,5,7415
1182,2/19/2005,6,7807
1183,2/19/2005,7,8240
1184,2/19/2005,8,8778
1185,2/19/2005,9,8429
1186,2/19/2005,10,7506
1187,2/19/2005,11,6576
1188,2/19/2005,12,5815
1189,2/19/2005,13,5248
1190,2/19/2005,14,4792
1191,2/19/2005,15,4482
1192,2/19/2005,16,4376
1193,2/19/2005,17,4671
1194,2/19/2005,18,5161
1195,2/19/2005,19,6039
1196,2/19/2005,20,6277
1197,2/19/2005,21,6218
1198,2/19/2005,22,6121
1199,2/19/2005,23,5968
1200,2/19/2005,24,5647
1201,2/20/2005,1,5370
1202,2/20/2005,2,5253
1203,2/20/2005,3,5353
1204,2/20/2005,4,5446
1205,2/20/2005,5,5452
1206,2/20/2005,6,5586
1207,2/20/2005,7,5831
1208,2/20/2005,8,6342
1209,2/20/2005,9,6967
1210,2/20/2005,10,7042
1211,2/20/2005,11,6579
1212,2/20/2005,12,6111
1213,2/20/2005,13,6010
1214,2/20/2005,14,5898
1215,2/20/2005,15,5681
1216,2/20/2005,16,5491
1217,2/20/2005,17,5638
1218,2/20/2005,18,5966
1219,2/20/2005,19,6568
1220,2/20/2005,20,6770
1221,2/20/2005,21,6659
1222,2/20/2005,22,6209
1223,2/20/2005,23,5590
1224,2/20/2005,24,4968
1225,2/21/2005,1,4547
1226,2/21/2005,2,4364
1227,2/21/2005,3,4317
1228,2/21/2005,4,4326
1229,2/21/2005,5,4479
1230,2/21/2005,6,5034
1231,2/21/2005,7,6008
1232,2/21/2005,8,5905
1233,2/21/2005,9,5456
1234,2/21/2005,10,5236
1235,2/21/2005,11,5150
1236,2/21/2005,12,5036
1237,2/21/2005,13,4785
1238,2/21/2005,14,4619
1239,2/21/2005,15,4375
1240,2/21/2005,16,4358
1241,2/21/2005,17,4605
1242,2/21/2005,18,5140
1243,2/21/2005,19,5890
1244,2/21/2005,20,5997
1245,2/21/2005,21,5698
1246,2/21/2005,22,5250
1247,2/21/2005,23,4619
1248,2/21/2005,24,4036
1249,2/22/2005,1,3706
1250,2/22/2005,2,3679
1251,2/22/2005,3,3760
1252,2/22/2005,4,3934
1253,2/22/2005,5,4204
1254,2/22/2005,6,4962
1255,2/22/2005,7,6191
1256,2/22/2005,8,5970
1257,2/22/2005,9,5000
1258,2/22/2005,10,4608
1259,2/22/2005,11,4414
1260,2/22/2005,12,4136
1261,2/22/2005,13,3926
1262,2/22/2005,14,3762
1263,2/22/2005,15,3618
1264,2/22/2005,16,3593
1265,2/22/2005,17,3823
1266,2/22/2005,18,4452
1267,2/22/2005,19,5625
1268,2/22/2005,20,6164
1269,2/22/2005,21,6095
1270,2/22/2005,22,5826
1271,2/22/2005,23,5270
1272,2/22/2005,24,4691
1273,2/23/2005,1,4376
1274,2/23/2005,2,4163
1275,2/23/2005,3,4090
1276,2/23/2005,4,4112
1277,2/23/2005,5,4326
1278,2/23/2005,6,5160
1279,2/23/2005,7,6380
1280,2/23/2005,8,6174
1281,2/23/2005,9,5218
1282,2/23/2005,10,4647
1283,2/23/2005,11,4252
1284,2/23/2005,12,3953
1285,2/23/2005,13,3776
1286,2/23/2005,14,3607
1287,2/23/2005,15,3467
1288,2/23/2005,16,3500
1289,2/23/2005,17,3740
1290,2/23/2005,18,4330
1291,2/23/2005,19,5393
1292,2/23/2005,20,5868
1293,2/23/2005,21,5946
1294,2/23/2005,22,5762
1295,2/23/2005,23,5316
1296,2/23/2005,24,4802
1297,2/24/2005,1,4537
1298,2/24/2005,2,4551
1299,2/24/2005,3,4606
1300,2/24/2005,4,4735
1301,2/24/2005,5,5026
1302,2/24/2005,6,5809
1303,2/24/2005,7,7014
1304,2/24/2005,8,6998
1305,2/24/2005,9,6521
1306,2/24/2005,10,6385
1307,2/24/2005,11,6399
1308,2/24/2005,12,6286
1309,2/24/2005,13,6150
1310,2/24/2005,14,6115
1311,2/24/2005,15,6109
1312,2/24/2005,16,6293
1313,2/24/2005,17,6742
1314,2/24/2005,18,7414
1315,2/24/2005,19,8048
1316,2/24/2005,20,8159
1317,2/24/2005,21,7906
1318,2/24/2005,22,7455
1319,2/24/2005,23,6851
1320,2/24/2005,24,6284
1321,2/25/2005,1,5983
1322,2/25/2005,2,5925
1323,2/25/2005,3,5974
1324,2/25/2005,4,6144
1325,2/25/2005,5,6506
1326,2/25/2005,6,7377
1327,2/25/2005,7,8604
1328,2/25/2005,8,8305
1329,2/25/2005,9,7537
1330,2/25/2005,10,7178
1331,2/25/2005,11,6648
1332,2/25/2005,12,6024
1333,2/25/2005,13,5751
1334,2/25/2005,14,5557
1335,2/25/2005,15,5387
1336,2/25/2005,16,5390
1337,2/25/2005,17,5576
1338,2/25/2005,18,6126
1339,2/25/2005,19,7217
1340,2/25/2005,20,7678
1341,2/25/2005,21,7825
1342,2/25/2005,22,7853
1343,2/25/2005,23,7642
1344,2/25/2005,24,7365
1345,2/26/2005,1,7200
1346,2/26/2005,2,7240
1347,2/26/2005,3,7378
1348,2/26/2005,4,7528
1349,2/26/2005,5,7812
1350,2/26/2005,6,8160
1351,2/26/2005,7,8533
1352,2/26/2005,8,8932
1353,2/26/2005,9,8525
1354,2/26/2005,10,7546
1355,2/26/2005,11,6588
1356,2/26/2005,12,5783
1357,2/26/2005,13,5178
1358,2/26/2005,14,4724
1359,2/26/2005,15,4370
1360,2/26/2005,16,4237
1361,2/26/2005,17,4352
1362,2/26/2005,18,4767
1363,2/26/2005,19,5682
1364,2/26/2005,20,6178
1365,2/26/2005,21,6417
1366,2/26/2005,22,6505
1367,2/26/2005,23,6430
1368,2/26/2005,24,6218
1369,2/27/2005,1,6021
1370,2/27/2005,2,6041
1371,2/27/2005,3,6155
1372,2/27/2005,4,6341
1373,2/27/2005,5,6517
1374,2/27/2005,6,6751
1375,2/27/2005,7,7067
1376,2/27/2005,8,7594
1377,2/27/2005,9,7949
1378,2/27/2005,10,7543
1379,2/27/2005,11,6764
1380,2/27/2005,12,6075
1381,2/27/2005,13,5659
1382,2/27/2005,14,5412
1383,2/27/2005,15,5284
1384,2/27/2005,16,5420
1385,2/27/2005,17,5777
1386,2/27/2005,18,6264
1387,2/27/2005,19,6885
1388,2/27/2005,20,7199
1389,2/27/2005,21,7149
1390,2/27/2005,22,6843
1391,2/27/2005,23,6293
1392,2/27/2005,24,5852
1393,2/28/2005,1,5799
1394,2/28/2005,2,6002
1395,2/28/2005,3,6244
1396,2/28/2005,4,6370
1397,2/28/2005,5,6680
1398,2/28/2005,6,7301
1399,2/28/2005,7,8269
1400,2/28/2005,8,7981
1401,2/28/2005,9,7308
1402,2/28/2005,10,7092
1403,2/28/2005,11,6993
1404,2/28/2005,12,6820
1405,2/28/2005,13,6655
1406,2/28/2005,14,6427
1407,2/28/2005,15,6339
1408,2/28/2005,16,6531
1409,2/28/2005,17,6989
1410,2/28/2005,18,7594
1411,2/28/2005,19,8240
1412,2/28/2005,20,8348
1413,2/28/2005,21,8035
1414,2/28/2005,22,7473
1415,2/28/2005,23,6747
1416,2/28/2005,24,6059
1417,3/1/2005,1,5644
1418,3/1/2005,2,5477
1419,3/1/2005,3,5391
1420,3/1/2005,4,5380
1421,3/1/2005,5,5668
1422,3/1/2005,6,6579
1423,3/1/2005,7,8004
1424,3/1/2005,8,7661
1425,3/1/2005,9,6696
1426,3/1/2005,10,6078
1427,3/1/2005,11,5648
1428,3/1/2005,12,5510
1429,3/1/2005,13,5479
1430,3/1/2005,14,5374
1431,3/1/2005,15,5300
1432,3/1/2005,16,5462
1433,3/1/2005,17,6146
1434,3/1/2005,18,6790
1435,3/1/2005,19,8013
1436,3/1/2005,20,8488
1437,3/1/2005,21,8366
1438,3/1/2005,22,8110
1439,3/1/2005,23,7446
1440,3/1/2005,24,6859
1441,3/2/2005,1,6608
1442,3/2/2005,2,6593
1443,3/2/2005,3,6665
1444,3/2/2005,4,6817
1445,3/2/2005,5,7084
1446,3/2/2005,6,7884
1447,3/2/2005,7,8797
1448,3/2/2005,8,8258
1449,3/2/2005,9,7562
1450,3/2/2005,10,6771
1451,3/2/2005,11,6157
1452,3/2/2005,12,5725
1453,3/2/2005,13,5326
1454,3/2/2005,14,5043
1455,3/2/2005,15,4812
1456,3/2/2005,16,4822
1457,3/2/2005,17,5184
1458,3/2/2005,18,6072
1459,3/2/2005,19,7378
1460,3/2/2005,20,7941
1461,3/2/2005,21,7979
1462,3/2/2005,22,7759
1463,3/2/2005,23,7227
1464,3/2/2005,24,6713
1465,3/3/2005,1,6475
1466,3/3/2005,2,6483
1467,3/3/2005,3,6643
1468,3/3/2005,4,6878
1469,3/3/2005,5,7241
1470,3/3/2005,6,8075
1471,3/3/2005,7,9063
1472,3/3/2005,8,8482
1473,3/3/2005,9,7532
1474,3/3/2005,10,6617
1475,3/3/2005,11,6012
1476,3/3/2005,12,5570
1477,3/3/2005,13,5155
1478,3/3/2005,14,4864
1479,3/3/2005,15,4610
1480,3/3/2005,16,4562
1481,3/3/2005,17,4878
1482,3/3/2005,18,5638
1483,3/3/2005,19,6943
1484,3/3/2005,20,7736
1485,3/3/2005,21,8003
1486,3/3/2005,22,7908
1487,3/3/2005,23,7506
1488,3/3/2005,24,7018
1489,3/4/2005,1,6948
1490,3/4/2005,2,7101
1491,3/4/2005,3,7421
1492,3/4/2005,4,7750
1493,3/4/2005,5,8233
1494,3/4/2005,6,9148
1495,3/4/2005,7,10109
1496,3/4/2005,8,9525
1497,3/4/2005,9,8098
1498,3/4/2005,10,6512
1499,3/4/2005,11,5563
1500,3/4/2005,12,4935
1501,3/4/2005,13,4485
1502,3/4/2005,14,4164
1503,3/4/2005,15,3949
1504,3/4/2005,16,3868
1505,3/4/2005,17,4075
1506,3/4/2005,18,4510
1507,3/4/2005,19,5445
1508,3/4/2005,20,5888
1509,3/4/2005,21,5930
1510,3/4/2005,22,5909
1511,3/4/2005,23,5646
1512,3/4/2005,24,5231
1513,3/5/2005,1,4974
1514,3/5/2005,2,4865
1515,3/5/2005,3,4848
1516,3/5/2005,4,4860
1517,3/5/2005,5,4916
1518,3/5/2005,6,5102
1519,3/5/2005,7,5377
1520,3/5/2005,8,5826
1521,3/5/2005,9,6079
1522,3/5/2005,10,6015
1523,3/5/2005,11,5963
1524,3/5/2005,12,5637
1525,3/5/2005,13,5060
1526,3/5/2005,14,4505
1527,3/5/2005,15,4474
1528,3/5/2005,16,4602
1529,3/5/2005,17,4922
1530,3/5/2005,18,5397
1531,3/5/2005,19,6229
1532,3/5/2005,20,6530
1533,3/5/2005,21,6567
1534,3/5/2005,22,6425
1535,3/5/2005,23,6213
1536,3/5/2005,24,6034
1537,3/6/2005,1,5930
1538,3/6/2005,2,5998
1539,3/6/2005,3,6222
1540,3/6/2005,4,6413
1541,3/6/2005,5,6626
1542,3/6/2005,6,6961
1543,3/6/2005,7,7337
1544,3/6/2005,8,7737
1545,3/6/2005,9,7461
1546,3/6/2005,10,6615
1547,3/6/2005,11,5781
1548,3/6/2005,12,5104
1549,3/6/2005,13,4754
1550,3/6/2005,14,4461
1551,3/6/2005,15,4255
1552,3/6/2005,16,4120
1553,3/6/2005,17,4164
1554,3/6/2005,18,4487
1555,3/6/2005,19,5295
1556,3/6/2005,20,5932
1557,3/6/2005,21,5960
1558,3/6/2005,22,5677
1559,3/6/2005,23,5091
1560,3/6/2005,24,4585
1561,3/7/2005,1,4254
1562,3/7/2005,2,4189
1563,3/7/2005,3,4270
1564,3/7/2005,4,4462
1565,3/7/2005,5,4782
1566,3/7/2005,6,5638
1567,3/7/2005,7,6943
1568,3/7/2005,8,6558
1569,3/7/2005,9,5348
1570,3/7/2005,10,4609
1571,3/7/2005,11,4155
1572,3/7/2005,12,3906
1573,3/7/2005,13,3732
1574,3/7/2005,14,3640
1575,3/7/2005,15,3564
1576,3/7/2005,16,3595
1577,3/7/2005,17,3791
1578,3/7/2005,18,4158
1579,3/7/2005,19,5079
1580,3/7/2005,20,5566
1581,3/7/2005,21,5394
1582,3/7/2005,22,4960
1583,3/7/2005,23,4288
1584,3/7/2005,24,3635
1585,3/8/2005,1,3237
1586,3/8/2005,2,3101
1587,3/8/2005,3,3084
1588,3/8/2005,4,3154
1589,3/8/2005,5,3364
1590,3/8/2005,6,3995
1591,3/8/2005,7,5104
1592,3/8/2005,8,5028
1593,3/8/2005,9,4448
1594,3/8/2005,10,4459
1595,3/8/2005,11,4708
1596,3/8/2005,12,4949
1597,3/8/2005,13,4781
1598,3/8/2005,14,4765
1599,3/8/2005,15,4706
1600,3/8/2005,16,4722
1601,3/8/2005,17,5027
1602,3/8/2005,18,5854
1603,3/8/2005,19,7246
1604,3/8/2005,20,7872
1605,3/8/2005,21,7842
1606,3/8/2005,22,7556
1607,3/8/2005,23,6923
1608,3/8/2005,24,6392
1609,3/9/2005,1,6149
1610,3/9/2005,2,6221
1611,3/9/2005,3,6429
1612,3/9/2005,4,6683
1613,3/9/2005,5,7199
1614,3/9/2005,6,8113
1615,3/9/2005,7,9396
1616,3/9/2005,8,8666
1617,3/9/2005,9,7094
1618,3/9/2005,10,6113
1619,3/9/2005,11,5532
1620,3/9/2005,12,5099
1621,3/9/2005,13,4682
1622,3/9/2005,14,4401
1623,3/9/2005,15,4190
1624,3/9/2005,16,4168
1625,3/9/2005,17,4464
1626,3/9/2005,18,5156
1627,3/9/2005,19,6355
1628,3/9/2005,20,7144
1629,3/9/2005,21,7307
1630,3/9/2005,22,7125
1631,3/9/2005,23,6533
1632,3/9/2005,24,5908
1633,3/10/2005,1,5606
1634,3/10/2005,2,5593
1635,3/10/2005,3,5783
1636,3/10/2005,4,6053
1637,3/10/2005,5,6492
1638,3/10/2005,6,7421
1639,3/10/2005,7,8676
1640,3/10/2005,8,8135
1641,3/10/2005,9,6704
1642,3/10/2005,10,5727
1643,3/10/2005,11,5180
1644,3/10/2005,12,4700
1645,3/10/2005,13,4399
1646,3/10/2005,14,4201
1647,3/10/2005,15,3982
1648,3/10/2005,16,4035
1649,3/10/2005,17,4223
1650,3/10/2005,18,4797
1651,3/10/2005,19,5984
1652,3/10/2005,20,6793
1653,3/10/2005,21,6949
1654,3/10/2005,22,6723
1655,3/10/2005,23,6128
1656,3/10/2005,24,5551
1657,3/11/2005,1,5195
1658,3/11/2005,2,5030
1659,3/11/2005,3,5122
1660,3/11/2005,4,5366
1661,3/11/2005,5,5751
1662,3/11/2005,6,6472
1663,3/11/2005,7,7524
1664,3/11/2005,8,7271
1665,3/11/2005,9,6115
1666,3/11/2005,10,5361
1667,3/11/2005,11,4814
1668,3/11/2005,12,4425
1669,3/11/2005,13,4158
1670,3/11/2005,14,4049
1671,3/11/2005,15,3972
1672,3/11/2005,16,3989
1673,3/11/2005,17,4549
1674,3/11/2005,18,5381
1675,3/11/2005,19,5950
1676,3/11/2005,20,6093
1677,3/11/2005,21,6068
1678,3/11/2005,22,6027
1679,3/11/2005,23,5802
1680,3/11/2005,24,5529
1681,3/12/2005,1,5364
1682,3/12/2005,2,5315
1683,3/12/2005,3,5381
1684,3/12/2005,4,5560
1685,3/12/2005,5,5852
1686,3/12/2005,6,6295
1687,3/12/2005,7,6681
1688,3/12/2005,8,7080
1689,3/12/2005,9,7328
1690,3/12/2005,10,6881
1691,3/12/2005,11,6046
1692,3/12/2005,12,5360
1693,3/12/2005,13,4857
1694,3/12/2005,14,4469
1695,3/12/2005,15,4161
1696,3/12/2005,16,3998
1697,3/12/2005,17,4059
1698,3/12/2005,18,4212
1699,3/12/2005,19,4593
1700,3/12/2005,20,5108
1701,3/12/2005,21,5161
1702,3/12/2005,22,5040
1703,3/12/2005,23,4819
1704,3/12/2005,24,4541
1705,3/13/2005,1,4370
1706,3/13/2005,2,4359
1707,3/13/2005,3,4509
1708,3/13/2005,4,4700
1709,3/13/2005,5,4914
1710,3/13/2005,6,5213
1711,3/13/2005,7,5637
1712,3/13/2005,8,6070
1713,3/13/2005,9,5923
1714,3/13/2005,10,5453
1715,3/13/2005,11,4859
1716,3/13/2005,12,4407
1717,3/13/2005,13,4237
1718,3/13/2005,14,4131
1719,3/13/2005,15,3994
1720,3/13/2005,16,3913
1721,3/13/2005,17,4016
1722,3/13/2005,18,4208
1723,3/13/2005,19,4832
1724,3/13/2005,20,5412
1725,3/13/2005,21,5306
1726,3/13/2005,22,4977
1727,3/13/2005,23,4337
1728,3/13/2005,24,3767
1729,3/14/2005,1,3467
1730,3/14/2005,2,3459
1731,3/14/2005,3,3604
1732,3/14/2005,4,3802
1733,3/14/2005,5,4189
1734,3/14/2005,6,5030
1735,3/14/2005,7,6460
1736,3/14/2005,8,6455
1737,3/14/2005,9,5978
1738,3/14/2005,10,5896
1739,3/14/2005,11,5809
1740,3/14/2005,12,5668
1741,3/14/2005,13,5433
1742,3/14/2005,14,5287
1743,3/14/2005,15,5150
1744,3/14/2005,16,5183
1745,3/14/2005,17,5424
1746,3/14/2005,18,5913
1747,3/14/2005,19,6856
1748,3/14/2005,20,7567
1749,3/14/2005,21,7684
1750,3/14/2005,22,7444
1751,3/14/2005,23,6894
1752,3/14/2005,24,6409
1753,3/15/2005,1,6203
1754,3/15/2005,2,6273
1755,3/15/2005,3,6399
1756,3/15/2005,4,6533
1757,3/15/2005,5,6908
1758,3/15/2005,6,7736
1759,3/15/2005,7,8906
1760,3/15/2005,8,8127
1761,3/15/2005,9,6559
1762,3/15/2005,10,5454
1763,3/15/2005,11,4872
1764,3/15/2005,12,4517
1765,3/15/2005,13,4152
1766,3/15/2005,14,3915
1767,3/15/2005,15,3722
1768,3/15/2005,16,3714
1769,3/15/2005,17,3998
1770,3/15/2005,18,4530
1771,3/15/2005,19,5593
1772,3/15/2005,20,6426
1773,3/15/2005,21,6569
1774,3/15/2005,22,6485
1775,3/15/2005,23,5905
1776,3/15/2005,24,5214
1777,3/16/2005,1,4850
1778,3/16/2005,2,4716
1779,3/16/2005,3,4711
1780,3/16/2005,4,4745
1781,3/16/2005,5,4914
1782,3/16/2005,6,5599
1783,3/16/2005,7,6674
1784,3/16/2005,8,6475
1785,3/16/2005,9,5967
1786,3/16/2005,10,5854
1787,3/16/2005,11,5936
1788,3/16/2005,12,5904
1789,3/16/2005,13,5886
1790,3/16/2005,14,5940
1791,3/16/2005,15,6010
1792,3/16/2005,16,6298
1793,3/16/2005,17,6853
1794,3/16/2005,18,7573
1795,3/16/2005,19,8270
1796,3/16/2005,20,8468
1797,3/16/2005,21,8189
1798,3/16/2005,22,7755
1799,3/16/2005,23,7050
1800,3/16/2005,24,6438
1801,3/17/2005,1,6123
1802,3/17/2005,2,6075
1803,3/17/2005,3,6066
1804,3/17/2005,4,6150
1805,3/17/2005,5,6368
1806,3/17/2005,6,7095
1807,3/17/2005,7,8105
1808,3/17/2005,8,7979
1809,3/17/2005,9,7683
1810,3/17/2005,10,7432
1811,3/17/2005,11,7266
1812,3/17/2005,12,7166
1813,3/17/2005,13,7081
1814,3/17/2005,14,6953
1815,3/17/2005,15,6896
1816,3/17/2005,16,7021
1817,3/17/2005,17,7285
1818,3/17/2005,18,7708
1819,3/17/2005,19,8232
1820,3/17/2005,20,8388
1821,3/17/2005,21,8216
1822,3/17/2005,22,7688
1823,3/17/2005,23,6993
1824,3/17/2005,24,6429
1825,3/18/2005,1,6258
1826,3/18/2005,2,6265
1827,3/18/2005,3,6435
1828,3/18/2005,4,6622
1829,3/18/2005,5,6973
1830,3/18/2005,6,7792
1831,3/18/2005,7,8777
1832,3/18/2005,8,8225
1833,3/18/2005,9,6870
1834,3/18/2005,10,5731
1835,3/18/2005,11,4980
1836,3/18/2005,12,4504
1837,3/18/2005,13,4145
1838,3/18/2005,14,3920
1839,3/18/2005,15,3757
1840,3/18/2005,16,3706
1841,3/18/2005,17,3900
1842,3/18/2005,18,4302
1843,3/18/2005,19,4986
1844,3/18/2005,20,5552
1845,3/18/2005,21,5715
1846,3/18/2005,22,5847
1847,3/18/2005,23,5753
1848,3/18/2005,24,5579
1849,3/19/2005,1,5484
1850,3/19/2005,2,5547
1851,3/19/2005,3,5705
1852,3/19/2005,4,5917
1853,3/19/2005,5,6221
1854,3/19/2005,6,6611
1855,3/19/2005,7,7005
1856,3/19/2005,8,7203
1857,3/19/2005,9,6810
1858,3/19/2005,10,6018
1859,3/19/2005,11,5370
1860,3/19/2005,12,4872
1861,3/19/2005,13,4515
1862,3/19/2005,14,4252
1863,3/19/2005,15,4128
1864,3/19/2005,16,4203
1865,3/19/2005,17,4414
1866,3/19/2005,18,4789
1867,3/19/2005,19,5215
1868,3/19/2005,20,5355
1869,3/19/2005,21,5324
1870,3/19/2005,22,5147
1871,3/19/2005,23,4826
1872,3/19/2005,24,4480
1873,3/20/2005,1,4120
1874,3/20/2005,2,4001
1875,3/20/2005,3,4054
1876,3/20/2005,4,4244
1877,3/20/2005,5,4495
1878,3/20/2005,6,4842
1879,3/20/2005,7,5287
1880,3/20/2005,8,5816
1881,3/20/2005,9,5783
1882,3/20/2005,10,5267
1883,3/20/2005,11,4691
1884,3/20/2005,12,4288
1885,3/20/2005,13,4122
1886,3/20/2005,14,4053
1887,3/20/2005,15,3929
1888,3/20/2005,16,3868
1889,3/20/2005,17,3924
1890,3/20/2005,18,4149
1891,3/20/2005,19,4697
1892,3/20/2005,20,5287
1893,3/20/2005,21,5306
1894,3/20/2005,22,5031
1895,3/20/2005,23,4502
1896,3/20/2005,24,4028
1897,3/21/2005,1,3779
1898,3/21/2005,2,3761
1899,3/21/2005,3,3876
1900,3/21/2005,4,4119
1901,3/21/2005,5,4520
1902,3/21/2005,6,5444
1903,3/21/2005,7,6709
1904,3/21/2005,8,6429
1905,3/21/2005,9,5315
1906,3/21/2005,10,4601
1907,3/21/2005,11,4175
1908,3/21/2005,12,3921
1909,3/21/2005,13,3758
1910,3/21/2005,14,3685
1911,3/21/2005,15,3579
1912,3/21/2005,16,3590
1913,3/21/2005,17,3736
1914,3/21/2005,18,4102
1915,3/21/2005,19,4926
1916,3/21/2005,20,5616
1917,3/21/2005,21,5644
1918,3/21/2005,22,5361
1919,3/21/2005,23,4895
1920,3/21/2005,24,4445
1921,3/22/2005,1,4247
1922,3/22/2005,2,4274
1923,3/22/2005,3,4352
1924,3/22/2005,4,4524
1925,3/22/2005,5,4837
1926,3/22/2005,6,5625
1927,3/22/2005,7,6745
1928,3/22/2005,8,6266
1929,3/22/2005,9,5285
1930,3/22/2005,10,4636
